mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_scale_pos_weight,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9995274066925048,0.07386873865819403,0.02805018424987793,0.013904725658186559,0.9,1,1.0,1.0,200,3,4,0.05,0.0,0.9,"{'subsample': 0.9, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.9}",0.5376393615555081,0.5550451614816905,0.5365493420417655,0.5316178636540957,0.5250540871459043,0.5371811631757928,0.009977453119674419,45
1.7866134166717529,0.11442170817900735,0.04162178039550781,0.0031484619993537456,0.9,1,1.5,0.5,400,5,4,0.1,0.1,0.8,"{'subsample': 0.9, 'scale_pos_weight': 1, 'reg_lambda': 1.5, 'reg_alpha': 0.5, 'n_estimators': 400, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.8}",0.565206775217681,0.5724953855759408,0.5649149408205055,0.5549271274379127,0.5608754120259597,0.5636839282156,0.005762734748118536,32
1.3608177661895753,0.05178175952104766,0.03219218254089355,0.00624832010304956,0.7,1,2.0,0.5,300,5,4,0.2,0.0,0.8,"{'subsample': 0.7, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8}",0.5678325138159223,0.5765809413878423,0.562998605634903,0.5623462776956997,0.5615211780697129,0.566255903320816,0.00561079131113385,29
2.2099019050598145,0.1549685789800518,0.05380239486694336,0.002790260302718156,0.9,1,2.0,0.5,300,5,6,0.2,0.0,0.9,"{'subsample': 0.9, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.9}",0.5943588986866266,0.6135744952665427,0.6007313191581174,0.596056702574685,0.586008436136037,0.5981459703644018,0.009063664799358268,21
1.395729160308838,0.10257720188005716,0.03206095695495605,0.00329986010207623,0.8,1,1.0,1.0,300,5,4,0.1,0.0,0.7,"{'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.7}",0.5457921695180581,0.5643729626133482,0.5550417737127785,0.5562417839853958,0.5481998362724071,0.5539297052203975,0.006552784369879971,38
1.4144978046417236,0.12152520606900452,0.03117713928222656,0.003009385373576983,0.8,1,1.0,0.0,300,1,4,0.05,0.1,0.7,"{'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.5432531704654764,0.5547172669319947,0.5371829263959391,0.5413017328182538,0.5380750259084012,0.5429060245040132,0.006297493298282339,42
2.331339979171753,0.143271590222312,0.08803300857543946,0.00797716144990609,0.9,1,2.0,0.5,300,5,6,0.05,0.0,0.9,"{'subsample': 0.9, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.9}",0.5857764199062725,0.5864032369587543,0.5776922448545107,0.5812876037210144,0.571109135441289,0.5804537281763682,0.005645710831217469,26
0.5221189975738525,0.03652313564938671,0.013648891448974609,0.001322795202468427,0.9,1,2.0,0.5,100,1,4,0.05,0.2,0.8,"{'subsample': 0.9, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 0.5, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.2, 'colsample_bytree': 0.8}",0.5198058455306573,0.5366502718555216,0.5176512311223126,0.5226187612949457,0.5084770750405425,0.5210406369687959,0.009132437220135745,50
6.319895935058594,0.5272279474163117,0.2148505210876465,0.01757233494373105,0.8,1,1.5,1.0,200,1,10,0.05,0.0,0.7,"{'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 1.5, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7}",0.6227290298077578,0.6213084075720013,0.6153553501748594,0.6163049082209037,0.6099584371647934,0.6171312265880632,0.004562229477973414,7
3.617833375930786,0.5312618739500691,0.12859086990356444,0.013510561346582385,0.8,1,2.0,0.5,400,5,10,0.2,0.2,0.7,"{'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 0.5, 'n_estimators': 400, 'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0.2, 'colsample_bytree': 0.7}",0.6067350480752544,0.6243511169390509,0.6087524019615452,0.6085800879358643,0.6077560901214424,0.6112349490066314,0.006596919825234144,12
1.0050327777862549,0.10885574168292629,0.022270727157592773,0.0031309687770364187,0.8,1,2.0,1.0,100,3,6,0.1,0.0,0.8,"{'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",0.5634096335420145,0.5654764006845311,0.5686928739560319,0.5677939797277485,0.5556401266542137,0.5642026029129079,0.004661070313431479,30
2.5707448959350585,0.3824061576622666,0.059705591201782225,0.01766248471808033,0.9,1,2.0,1.0,300,5,6,0.1,0.2,0.7,"{'subsample': 0.9, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 1, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.7}",0.5896377606435022,0.5899058912143055,0.587392251586625,0.5893452444186991,0.574655074654619,0.5861872445035501,0.005833529668226938,24
2.3577499389648438,0.28426459649773644,0.04245600700378418,0.009611211556324847,0.7,1,2.0,0.5,300,1,6,0.2,0.1,0.7,"{'subsample': 0.7, 'scale_pos_weight': 1, 'reg_lambda': 2, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.2, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.5953885897219596,0.5997350209512854,0.6042213900804646,0.6089434532186724,0.5867622391614414,0.5990101386267648,0.007608942011376597,19
